#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
COL3A1	COL5A1	9606.ENSP00000304408	9606.ENSP00000360882	0	0	0.401	0.841	0.643	0	0.720	0.818	0.914
COL3A1	COL6A1	9606.ENSP00000304408	9606.ENSP00000355180	0	0	0	0.602	0.891	0	0.300	0.737	0.943
COL3A1	FBN1	9606.ENSP00000304408	9606.ENSP00000325527	0	0	0	0	0.864	0.135	0	0.714	0.963
COL5A1	DCN	9606.ENSP00000360882	9606.ENSP00000052754	0	0	0	0	0.206	0.241	0	0.458	0.645
COL5A1	MMP2	9606.ENSP00000360882	9606.ENSP00000219070	0	0	0	0	0.555	0.541	0	0.391	0.865
COL5A1	TGFB1	9606.ENSP00000360882	9606.ENSP00000221930	0	0	0	0	0.065	0.440	0	0.346	0.628
COL5A1	PCOLCE	9606.ENSP00000360882	9606.ENSP00000223061	0	0	0	0	0.374	0.497	0.900	0.480	0.981
COL5A1	SERPINE1	9606.ENSP00000360882	9606.ENSP00000223095	0	0	0	0	0.189	0.059	0	0.277	0.400
COL5A1	TGFB3	9606.ENSP00000360882	9606.ENSP00000238682	0	0	0	0	0.088	0.080	0	0.391	0.444
COL5A1	COL8A1	9606.ENSP00000360882	9606.ENSP00000261037	0	0	0.416	0.730	0.165	0	0.300	0.623	0.544
COL5A1	PDGFRB	9606.ENSP00000360882	9606.ENSP00000261799	0	0	0	0	0.282	0.070	0	0.193	0.414
COL5A1	LOXL1	9606.ENSP00000360882	9606.ENSP00000261921	0	0	0	0	0.415	0	0	0.334	0.594
COL5A1	LTBP2	9606.ENSP00000360882	9606.ENSP00000261978	0	0	0	0	0.231	0.076	0	0.308	0.465
COL5A1	TIMP2	9606.ENSP00000360882	9606.ENSP00000262768	0	0	0	0	0.117	0	0	0.381	0.430
COL5A1	TNC	9606.ENSP00000360882	9606.ENSP00000265131	0	0	0	0	0.229	0.270	0	0.168	0.491
COL5A1	TIMP3	9606.ENSP00000360882	9606.ENSP00000266085	0	0	0	0	0.224	0	0	0.409	0.522
COL5A1	MYL9	9606.ENSP00000360882	9606.ENSP00000279022	0	0	0	0	0.173	0.057	0	0.329	0.431
COL5A1	ITGA5	9606.ENSP00000360882	9606.ENSP00000293379	0	0	0	0	0.160	0	0	0.484	0.548
COL5A1	COL6A3	9606.ENSP00000360882	9606.ENSP00000295550	0	0	0	0.561	0.488	0.192	0.300	0.675	0.776
COL5A1	COL6A2	9606.ENSP00000360882	9606.ENSP00000300527	0	0	0	0.624	0.832	0.367	0.300	0.701	0.940
COL5A1	MRC2	9606.ENSP00000360882	9606.ENSP00000307513	0	0	0	0	0.427	0	0	0	0.427
COL5A1	EFEMP2	9606.ENSP00000360882	9606.ENSP00000309953	0	0	0	0	0.298	0.076	0	0.393	0.572
COL5A1	MARCO	9606.ENSP00000360882	9606.ENSP00000318916	0	0	0.395	0.700	0	0	0.540	0	0.590
COL5A1	FBN1	9606.ENSP00000360882	9606.ENSP00000325527	0	0	0	0	0.612	0.394	0	0.611	0.900
COL5A1	FBLN1	9606.ENSP00000360882	9606.ENSP00000331544	0	0	0	0	0.182	0.076	0	0.396	0.503
COL5A1	FN1	9606.ENSP00000360882	9606.ENSP00000346839	0	0	0	0	0.373	0.281	0	0.518	0.764
COL5A1	ELN	9606.ENSP00000360882	9606.ENSP00000351807	0	0	0	0	0.094	0	0	0.459	0.489
COL5A1	MFAP5	9606.ENSP00000360882	9606.ENSP00000352455	0	0	0	0	0.086	0	0	0.391	0.419
COL5A1	COL6A1	9606.ENSP00000360882	9606.ENSP00000355180	0	0	0	0.606	0.756	0.192	0.300	0.751	0.893
COL5A1	THBS2	9606.ENSP00000360882	9606.ENSP00000355751	0	0	0	0	0.307	0.057	0	0.519	0.658
COL5A1	DDR2	9606.ENSP00000360882	9606.ENSP00000356899	0	0	0	0	0.281	0	0	0.740	0.805
COL5A1	CTGF	9606.ENSP00000360882	9606.ENSP00000356954	0	0	0	0	0.231	0	0	0.386	0.507
COL5A1	FLNA	9606.ENSP00000360882	9606.ENSP00000358866	0	0	0	0	0.110	0	0	0.353	0.400
COL5A1	ITGB2	9606.ENSP00000360882	9606.ENSP00000380948	0	0	0	0	0.062	0.103	0	0.387	0.439
COL5A1	LTBP1	9606.ENSP00000360882	9606.ENSP00000386043	0	0	0	0	0.230	0.076	0	0.293	0.453
COL5A1	TNXB	9606.ENSP00000360882	9606.ENSP00000407685	0	0	0	0	0.076	0	0	0.502	0.520
COL5A1	FBLN2	9606.ENSP00000360882	9606.ENSP00000384169	0	0	0	0	0.268	0.076	0	0.351	0.523
COL5A1	HSPG2	9606.ENSP00000360882	9606.ENSP00000363827	0	0	0	0	0.279	0.144	0	0.382	0.585
COL5A1	COL8A2	9606.ENSP00000360882	9606.ENSP00000380901	0	0	0.368	0.739	0.089	0.293	0.300	0.625	0.624
COL5A1	LEPREL2	9606.ENSP00000360882	9606.ENSP00000478600	0	0	0	0	0.085	0	0.600	0.077	0.632
COL6A1	DCN	9606.ENSP00000355180	9606.ENSP00000052754	0	0	0	0	0.834	0.296	0.360	0.449	0.953
COL6A1	MMP2	9606.ENSP00000355180	9606.ENSP00000219070	0	0	0	0	0.785	0.145	0	0.326	0.865
COL6A1	PCOLCE	9606.ENSP00000355180	9606.ENSP00000223061	0	0	0	0	0.423	0.151	0	0.391	0.675
COL6A1	PRRX1	9606.ENSP00000355180	9606.ENSP00000239461	0	0	0	0	0.295	0.056	0	0.279	0.478
COL6A1	SLC40A1	9606.ENSP00000355180	9606.ENSP00000261024	0	0	0	0	0	0	0	0.468	0.468
COL6A1	COL8A1	9606.ENSP00000355180	9606.ENSP00000261037	0	0	0	0.639	0.246	0	0.300	0.582	0.561
COL6A1	PDGFRB	9606.ENSP00000355180	9606.ENSP00000261799	0	0	0	0	0.314	0.070	0	0.138	0.402
COL6A1	LOXL1	9606.ENSP00000355180	9606.ENSP00000261921	0	0	0	0	0.343	0	0	0.323	0.536
COL6A1	LTBP2	9606.ENSP00000355180	9606.ENSP00000261978	0	0	0	0	0.193	0.076	0	0.260	0.400
COL6A1	SGCA	9606.ENSP00000355180	9606.ENSP00000262018	0	0	0	0	0.062	0	0	0.396	0.409
COL6A1	OGN	9606.ENSP00000355180	9606.ENSP00000262551	0	0	0	0	0.205	0.076	0	0.350	0.481
COL6A1	TIMP2	9606.ENSP00000355180	9606.ENSP00000262768	0	0	0	0	0.187	0	0	0.337	0.438
COL6A1	TIMP3	9606.ENSP00000355180	9606.ENSP00000266085	0	0	0	0	0.296	0	0	0.318	0.500
COL6A1	SLC5A1	9606.ENSP00000355180	9606.ENSP00000266088	0	0	0	0	0	0	0	0.452	0.452
COL6A1	MYL9	9606.ENSP00000355180	9606.ENSP00000279022	0	0	0	0	0.199	0.057	0	0.570	0.647
COL6A1	ITGB6	9606.ENSP00000355180	9606.ENSP00000283249	0	0	0	0	0.062	0.061	0.600	0.134	0.654
COL6A1	ITGA5	9606.ENSP00000355180	9606.ENSP00000293379	0	0	0	0	0.104	0	0.600	0.370	0.754
COL6A1	COL6A3	9606.ENSP00000355180	9606.ENSP00000295550	0	0	0	0.660	0.855	0	0.900	0.952	0.989
COL6A1	COL6A2	9606.ENSP00000355180	9606.ENSP00000300527	0	0	0	0.828	0.964	0	0.900	0.955	0.996
COL6A1	EFEMP2	9606.ENSP00000355180	9606.ENSP00000309953	0	0	0	0	0.286	0.076	0	0.264	0.472
COL6A1	CSPG4	9606.ENSP00000355180	9606.ENSP00000312506	0	0	0	0	0.376	0	0	0.199	0.479
COL6A1	FBN1	9606.ENSP00000355180	9606.ENSP00000325527	0	0	0	0	0.340	0.076	0	0.510	0.675
COL6A1	FLNC	9606.ENSP00000355180	9606.ENSP00000327145	0	0	0	0	0.297	0	0	0.307	0.492
COL6A1	FBLN1	9606.ENSP00000355180	9606.ENSP00000331544	0	0	0	0	0.328	0.076	0	0.358	0.567
COL6A1	THBS4	9606.ENSP00000355180	9606.ENSP00000339730	0	0	0	0	0.064	0.056	0.500	0.442	0.720
COL6A1	FN1	9606.ENSP00000355180	9606.ENSP00000346839	0	0	0	0	0.305	0.056	0	0.518	0.656
COL6A1	PTRF	9606.ENSP00000355180	9606.ENSP00000349541	0	0	0	0	0.644	0	0	0.147	0.683
COL6A1	ELN	9606.ENSP00000355180	9606.ENSP00000351807	0	0	0	0	0.116	0	0	0.439	0.483
COL6A1	LAMB2	9606.ENSP00000355180	9606.ENSP00000388325	0	0	0	0	0.331	0.072	0	0.139	0.419
COL6A1	COL8A2	9606.ENSP00000355180	9606.ENSP00000380901	0	0	0	0.670	0.107	0	0.300	0.455	0.441
COL6A1	CTGF	9606.ENSP00000355180	9606.ENSP00000356954	0	0	0	0	0.231	0	0	0.324	0.458
COL6A1	SNCG	9606.ENSP00000355180	9606.ENSP00000361087	0	0	0	0	0.076	0	0	0.474	0.494
COL6A1	HSPG2	9606.ENSP00000355180	9606.ENSP00000363827	0	0	0	0	0.190	0.144	0	0.397	0.545
COL6A1	TNXB	9606.ENSP00000355180	9606.ENSP00000407685	0	0	0	0	0.098	0	0	0.538	0.565
COL6A1	FBLN2	9606.ENSP00000355180	9606.ENSP00000384169	0	0	0	0	0.292	0.076	0	0.443	0.604
COL6A1	LEPREL2	9606.ENSP00000355180	9606.ENSP00000478600	0	0	0	0	0.084	0	0.600	0.064	0.627
COL6A1	SPP1	9606.ENSP00000355180	9606.ENSP00000378517	0	0	0	0	0.076	0	0.500	0.288	0.642
COL6A1	ITGA7	9606.ENSP00000355180	9606.ENSP00000452120	0	0	0	0	0.122	0	0.600	0.396	0.769
COL6A1	THBS2	9606.ENSP00000355180	9606.ENSP00000355751	0	0	0	0	0.337	0.056	0.500	0.413	0.792
COL6A2	DCN	9606.ENSP00000300527	9606.ENSP00000052754	0	0	0	0	0.306	0.076	0	0.406	0.586
COL6A2	MMP2	9606.ENSP00000300527	9606.ENSP00000219070	0	0	0	0	0.601	0.151	0	0.262	0.728
COL6A2	PCOLCE	9606.ENSP00000300527	9606.ENSP00000223061	0	0	0	0	0.564	0.151	0	0.470	0.787
COL6A2	PRRX1	9606.ENSP00000300527	9606.ENSP00000239461	0	0	0	0	0.260	0.056	0	0.219	0.407
COL6A2	COL8A1	9606.ENSP00000300527	9606.ENSP00000261037	0	0	0	0.659	0.085	0	0.300	0.532	0.449
COL6A2	PDGFRB	9606.ENSP00000300527	9606.ENSP00000261799	0	0	0	0	0.498	0.070	0	0.139	0.563
COL6A2	LOXL1	9606.ENSP00000300527	9606.ENSP00000261921	0	0	0	0	0.495	0	0	0.297	0.630
COL6A2	LTBP2	9606.ENSP00000300527	9606.ENSP00000261978	0	0	0	0	0.231	0.076	0	0.304	0.462
COL6A2	SGCA	9606.ENSP00000300527	9606.ENSP00000262018	0	0	0	0	0.072	0	0	0.385	0.405
COL6A2	TIMP3	9606.ENSP00000300527	9606.ENSP00000266085	0	0	0	0	0.231	0	0	0.311	0.448
COL6A2	SERPING1	9606.ENSP00000300527	9606.ENSP00000278407	0	0	0	0	0.117	0.059	0	0.340	0.404
COL6A2	ITGB6	9606.ENSP00000300527	9606.ENSP00000283249	0	0	0	0	0.049	0.061	0.600	0.086	0.630
COL6A2	ITGA5	9606.ENSP00000300527	9606.ENSP00000293379	0	0	0	0	0.183	0	0.600	0.407	0.789
COL6A2	COL6A3	9606.ENSP00000300527	9606.ENSP00000295550	0	0	0	0.657	0.861	0	0.900	0.947	0.990
COL6A2	MFAP2	9606.ENSP00000300527	9606.ENSP00000364685	0	0	0	0	0.158	0	0	0.326	0.409
COL6A2	TAGLN	9606.ENSP00000300527	9606.ENSP00000432282	0	0	0	0	0.211	0	0	0.282	0.409
COL6A2	COPZ2	9606.ENSP00000300527	9606.ENSP00000480707	0	0	0	0	0.166	0	0	0.321	0.410
COL6A2	TPM2	9606.ENSP00000300527	9606.ENSP00000367542	0	0	0	0	0.224	0	0	0.278	0.416
COL6A2	FLNC	9606.ENSP00000300527	9606.ENSP00000327145	0	0	0	0	0.231	0	0	0.286	0.427
COL6A2	LTBP1	9606.ENSP00000300527	9606.ENSP00000386043	0	0	0	0	0.152	0.076	0	0.352	0.448
COL6A2	COL8A2	9606.ENSP00000300527	9606.ENSP00000380901	0	0	0	0.662	0.124	0	0.300	0.443	0.451
COL6A2	TNXB	9606.ENSP00000300527	9606.ENSP00000407685	0	0	0	0	0.110	0	0	0.411	0.453
COL6A2	EFEMP2	9606.ENSP00000300527	9606.ENSP00000309953	0	0	0	0	0.336	0.076	0	0.247	0.498
COL6A2	EMILIN1	9606.ENSP00000300527	9606.ENSP00000369677	0	0	0	0	0.539	0	0	0.042	0.539
COL6A2	HSPG2	9606.ENSP00000300527	9606.ENSP00000363827	0	0	0	0	0.202	0.144	0	0.410	0.562
COL6A2	MFAP4	9606.ENSP00000300527	9606.ENSP00000378957	0	0	0	0	0.285	0	0	0.427	0.573
COL6A2	FBLN1	9606.ENSP00000300527	9606.ENSP00000331544	0	0	0	0	0.325	0.076	0	0.374	0.576
COL6A2	SPP1	9606.ENSP00000300527	9606.ENSP00000378517	0	0	0	0	0.060	0	0.500	0.193	0.587
COL6A2	LEPREL2	9606.ENSP00000300527	9606.ENSP00000478600	0	0	0	0	0.066	0	0.600	0	0.610
COL6A2	THBS4	9606.ENSP00000300527	9606.ENSP00000339730	0	0	0	0	0.062	0.056	0.500	0.254	0.625
COL6A2	MRC2	9606.ENSP00000300527	9606.ENSP00000307513	0	0	0	0	0.625	0	0	0.052	0.629
COL6A2	FBN1	9606.ENSP00000300527	9606.ENSP00000325527	0	0	0	0	0.298	0.076	0	0.481	0.634
COL6A2	FBLN2	9606.ENSP00000300527	9606.ENSP00000384169	0	0	0	0	0.366	0.076	0	0.455	0.653
COL6A2	FN1	9606.ENSP00000300527	9606.ENSP00000346839	0	0	0	0	0.295	0.225	0	0.457	0.677
COL6A2	ITGA7	9606.ENSP00000300527	9606.ENSP00000452120	0	0	0	0	0.101	0	0.600	0.378	0.756
COL6A2	THBS2	9606.ENSP00000300527	9606.ENSP00000355751	0	0	0	0	0.324	0.056	0.500	0.394	0.781
COL6A3	DCN	9606.ENSP00000295550	9606.ENSP00000052754	0	0	0	0	0.576	0.076	0.360	0.530	0.866
COL6A3	MMP2	9606.ENSP00000295550	9606.ENSP00000219070	0	0	0	0	0.357	0.227	0	0.250	0.595
COL6A3	PCOLCE	9606.ENSP00000295550	9606.ENSP00000223061	0	0	0	0	0.275	0.151	0	0.402	0.600
COL6A3	MGP	9606.ENSP00000295550	9606.ENSP00000228938	0	0	0	0	0.235	0	0	0.248	0.400
COL6A3	VIL1	9606.ENSP00000295550	9606.ENSP00000248444	0	0	0	0	0	0	0	0.437	0.437
COL6A3	COL8A1	9606.ENSP00000295550	9606.ENSP00000261037	0	0	0	0.651	0.390	0	0.300	0.582	0.642
COL6A3	PDGFRB	9606.ENSP00000295550	9606.ENSP00000261799	0	0	0	0	0.313	0.070	0	0.235	0.469
COL6A3	LOXL1	9606.ENSP00000295550	9606.ENSP00000261921	0	0	0	0	0.206	0	0	0.288	0.411
COL6A3	SGCA	9606.ENSP00000295550	9606.ENSP00000262018	0	0	0	0	0.062	0	0	0.507	0.518
COL6A3	OGN	9606.ENSP00000295550	9606.ENSP00000262551	0	0	0	0	0.235	0.076	0	0.323	0.480
COL6A3	FGF7	9606.ENSP00000295550	9606.ENSP00000267843	0	0	0	0	0.086	0.056	0	0.438	0.473
COL6A3	ITGB6	9606.ENSP00000295550	9606.ENSP00000283249	0	0	0	0	0.062	0.061	0.600	0.267	0.707
COL6A3	ITGA5	9606.ENSP00000295550	9606.ENSP00000293379	0	0	0	0	0.096	0	0.600	0.326	0.735
COL6A3	ELN	9606.ENSP00000295550	9606.ENSP00000351807	0	0	0	0	0.110	0	0	0.372	0.417
COL6A3	CTHRC1	9606.ENSP00000295550	9606.ENSP00000330523	0	0	0	0	0.170	0	0	0.353	0.440
COL6A3	FBLN1	9606.ENSP00000295550	9606.ENSP00000331544	0	0	0	0	0.158	0.076	0	0.365	0.463
COL6A3	HSPG2	9606.ENSP00000295550	9606.ENSP00000363827	0	0	0	0	0.120	0.144	0	0.347	0.465
COL6A3	COL8A2	9606.ENSP00000295550	9606.ENSP00000380901	0	0	0	0.645	0.104	0	0.300	0.549	0.469
COL6A3	FGFR1	9606.ENSP00000295550	9606.ENSP00000393312	0	0	0	0	0.069	0.070	0	0.438	0.471
COL6A3	SPP1	9606.ENSP00000295550	9606.ENSP00000378517	0	0	0	0	0.062	0	0.500	0.181	0.582
COL6A3	CSPG4	9606.ENSP00000295550	9606.ENSP00000312506	0	0	0	0	0.540	0	0	0.171	0.602
COL6A3	FN1	9606.ENSP00000295550	9606.ENSP00000346839	0	0	0	0	0.229	0.056	0	0.505	0.608
COL6A3	LEPREL2	9606.ENSP00000295550	9606.ENSP00000478600	0	0	0	0	0.062	0	0.600	0.067	0.619
COL6A3	PTRF	9606.ENSP00000295550	9606.ENSP00000349541	0	0	0	0	0.609	0	0	0.108	0.637
COL6A3	FBN1	9606.ENSP00000295550	9606.ENSP00000325527	0	0	0	0	0.340	0.076	0	0.467	0.646
COL6A3	THBS4	9606.ENSP00000295550	9606.ENSP00000339730	0	0	0	0	0.063	0.056	0.500	0.345	0.672
COL6A3	ITGA7	9606.ENSP00000295550	9606.ENSP00000452120	0	0	0	0	0.062	0	0.600	0.325	0.724
COL6A3	THBS2	9606.ENSP00000295550	9606.ENSP00000355751	0	0	0	0	0.248	0.056	0.500	0.462	0.783
COL8A1	THBS2	9606.ENSP00000261037	9606.ENSP00000355751	0	0	0	0	0.129	0	0	0.377	0.434
COL8A1	FN1	9606.ENSP00000261037	9606.ENSP00000346839	0	0	0	0	0.151	0	0	0.363	0.436
COL8A1	VSIG4	9606.ENSP00000261037	9606.ENSP00000363869	0	0	0	0	0	0	0	0.441	0.441
COL8A1	TIMP3	9606.ENSP00000261037	9606.ENSP00000266085	0	0	0	0	0.090	0	0	0.457	0.484
COL8A1	CSPG4	9606.ENSP00000261037	9606.ENSP00000312506	0	0	0	0	0.513	0	0	0.198	0.593
COL8A1	LEPREL2	9606.ENSP00000261037	9606.ENSP00000478600	0	0	0	0	0	0	0.600	0.188	0.661
COL8A1	COL8A2	9606.ENSP00000261037	9606.ENSP00000380901	0	0	0.427	0.919	0.112	0.462	0.300	0.927	0.674
COL8A1	VWF	9606.ENSP00000261037	9606.ENSP00000261405	0	0	0	0	0.140	0	0	0.940	0.946
COL8A2	VWF	9606.ENSP00000380901	9606.ENSP00000261405	0	0	0	0	0.136	0	0	0.826	0.844
COL8A2	FN1	9606.ENSP00000380901	9606.ENSP00000346839	0	0	0	0	0.070	0.271	0	0.311	0.492
COL8A2	ZEB1	9606.ENSP00000380901	9606.ENSP00000354487	0	0	0	0	0	0	0	0.764	0.764
COL8A2	SLC4A4	9606.ENSP00000380901	9606.ENSP00000393557	0	0	0	0	0	0	0	0.469	0.469
COL8A2	LEPREL2	9606.ENSP00000380901	9606.ENSP00000478600	0	0	0	0	0	0	0.600	0.101	0.625
COLEC12	MARCO	9606.ENSP00000383115	9606.ENSP00000318916	0	0	0	0	0	0	0	0.571	0.571
COMP	DCN	9606.ENSP00000222271	9606.ENSP00000052754	0	0	0	0	0.117	0.056	0	0.720	0.746
COMP	TGFB1	9606.ENSP00000222271	9606.ENSP00000221930	0	0	0	0	0	0	0	0.522	0.523
COMP	ELN	9606.ENSP00000222271	9606.ENSP00000351807	0	0	0	0	0.069	0	0	0.401	0.418
COMP	OMD	9606.ENSP00000222271	9606.ENSP00000364700	0	0	0	0	0.100	0.056	0	0.373	0.421
COMP	SPP1	9606.ENSP00000222271	9606.ENSP00000378517	0	0	0	0	0	0	0	0.422	0.422
COMP	HSPG2	9606.ENSP00000222271	9606.ENSP00000363827	0	0	0	0	0.062	0	0	0.431	0.443
COMP	TGFB3	9606.ENSP00000222271	9606.ENSP00000238682	0	0	0	0	0.128	0	0	0.469	0.517
COMP	PRELP	9606.ENSP00000222271	9606.ENSP00000343924	0	0	0	0	0.086	0.056	0	0.520	0.549
COMP	MATN2	9606.ENSP00000222271	9606.ENSP00000254898	0	0	0	0	0	0.079	0	0.569	0.586
COMP	ITGB6	9606.ENSP00000222271	9606.ENSP00000283249	0	0	0	0	0.049	0	0.600	0.046	0.605
COMP	ITGA7	9606.ENSP00000222271	9606.ENSP00000452120	0	0	0	0	0	0.112	0.600	0.065	0.639
COMP	ITGA5	9606.ENSP00000222271	9606.ENSP00000293379	0	0	0	0	0	0.108	0.600	0.135	0.664
COMP	VWF	9606.ENSP00000222271	9606.ENSP00000261405	0	0	0	0	0.136	0	0	0.687	0.719
COMP	FN1	9606.ENSP00000222271	9606.ENSP00000346839	0	0	0	0	0.062	0.213	0	0.818	0.854
COPZ2	MRGPRF	9606.ENSP00000480707	9606.ENSP00000309782	0	0	0	0	0.139	0	0	0.421	0.480
COPZ2	EFEMP2	9606.ENSP00000480707	9606.ENSP00000309953	0	0	0	0	0.224	0	0	0.350	0.474
COPZ2	FOLR1	9606.ENSP00000480707	9606.ENSP00000377284	0	0	0	0	0	0	0.600	0.041	0.600
COPZ2	PALLD	9606.ENSP00000480707	9606.ENSP00000425556	0	0	0	0	0.089	0	0	0.370	0.402
COPZ2	LIX1L	9606.ENSP00000480707	9606.ENSP00000474487	0	0	0	0	0.062	0	0	0.450	0.462
CPA6	PCSK1N	9606.ENSP00000297770	9606.ENSP00000218230	0	0	0	0	0	0	0	0.484	0.484
CPED1	RSPO3	9606.ENSP00000309772	9606.ENSP00000349131	0	0	0	0	0.062	0	0	0.422	0.434
CPXM2	OLFML2B	9606.ENSP00000241305	9606.ENSP00000356917	0	0	0	0	0.111	0	0	0.364	0.411
CRABP2	FABP6	9606.ENSP00000482841	9606.ENSP00000377549	0	0	0	0	0	0	0	0.530	0.530
CRABP2	DHRS9	9606.ENSP00000482841	9606.ENSP00000389241	0	0	0	0	0	0	0	0.525	0.525
CRISPLD2	FAM129A	9606.ENSP00000262424	9606.ENSP00000356481	0	0	0	0	0	0	0	0.446	0.446
CRISPLD2	TBX10	9606.ENSP00000262424	9606.ENSP00000335191	0	0	0	0	0	0.057	0	0.515	0.523
CRYAB	MYOC	9606.ENSP00000433560	9606.ENSP00000037502	0	0	0	0	0.083	0	0	0.453	0.477
CRYAB	LYZ	9606.ENSP00000433560	9606.ENSP00000261267	0	0	0	0	0	0.653	0	0.101	0.674
CRYAB	TIMP3	9606.ENSP00000433560	9606.ENSP00000266085	0	0	0	0	0.174	0	0	0.435	0.514
CRYAB	HSPB8	9606.ENSP00000433560	9606.ENSP00000281938	0	0	0	0.771	0.347	0.312	0.900	0.791	0.959
CRYAB	HSPB7	9606.ENSP00000433560	9606.ENSP00000310111	0	0	0	0.681	0.231	0	0	0.715	0.404
CRYAB	FLNC	9606.ENSP00000433560	9606.ENSP00000327145	0	0	0	0	0.146	0.074	0	0.591	0.648
CRYAB	PTGDS	9606.ENSP00000433560	9606.ENSP00000360687	0	0	0	0	0.327	0	0	0.180	0.424
CRYAB	DES	9606.ENSP00000433560	9606.ENSP00000363071	0	0	0	0	0.130	0.317	0	0.116	0.430
CRYAB	LDB3	9606.ENSP00000433560	9606.ENSP00000401437	0	0	0	0	0.096	0	0	0.621	0.642
CRYAB	HSPB6	9606.ENSP00000433560	9606.ENSP00000468057	0	0	0	0.923	0.253	0.270	0	0.919	0.471
CRYAB	VIM	9606.ENSP00000433560	9606.ENSP00000446007	0	0	0	0	0.062	0.104	0	0.483	0.527
CSAG1	MAGEA6	9606.ENSP00000359310	9606.ENSP00000480637	0	0	0	0	0.700	0	0	0.536	0.854
CSAG1	MAGEA3	9606.ENSP00000359310	9606.ENSP00000473093	0	0	0	0	0.771	0	0	0.509	0.882
CSAG1	MAGEA12	9606.ENSP00000359310	9606.ENSP00000377478	0	0	0	0	0.771	0	0	0.518	0.884
CSF1R	EREG	9606.ENSP00000286301	9606.ENSP00000244869	0	0	0	0	0	0	0.600	0.129	0.636
CSF1R	HCST	9606.ENSP00000286301	9606.ENSP00000246551	0	0	0	0	0.543	0	0	0.108	0.574
CSF1R	LYZ	9606.ENSP00000286301	9606.ENSP00000261267	0	0	0	0	0.226	0.153	0	0.350	0.537
CSF1R	VWF	9606.ENSP00000286301	9606.ENSP00000261405	0	0	0	0	0.464	0	0	0.334	0.627
CSF1R	F13A1	9606.ENSP00000286301	9606.ENSP00000264870	0	0	0	0	0.588	0	0	0.214	0.663
CSF1R	FGF7	9606.ENSP00000286301	9606.ENSP00000267843	0	0	0	0	0.062	0.183	0.600	0.135	0.699
CSF1R	FN1	9606.ENSP00000286301	9606.ENSP00000346839	0	0	0	0	0.062	0	0	0.393	0.406
CSF1R	MYB	9606.ENSP00000286301	9606.ENSP00000339992	0	0	0	0	0	0	0	0.445	0.445
CSF1R	MARCO	9606.ENSP00000286301	9606.ENSP00000318916	0	0	0	0	0.396	0	0	0.250	0.528
CSF1R	CXCR4	9606.ENSP00000286301	9606.ENSP00000386884	0	0	0	0	0.065	0	0	0.525	0.537
CSF1R	MAFB	9606.ENSP00000286301	9606.ENSP00000362410	0	0	0	0	0.332	0	0	0.341	0.540
CSF1R	CXCL12	9606.ENSP00000286301	9606.ENSP00000379140	0	0	0	0	0.088	0	0	0.547	0.569
CSF1R	NFATC1	9606.ENSP00000286301	9606.ENSP00000389377	0	0	0	0	0.062	0	0	0.567	0.576
CSF1R	PLCB4	9606.ENSP00000286301	9606.ENSP00000367762	0	0	0	0	0.062	0.082	0.600	0.058	0.632
CSF1R	FOLR2	9606.ENSP00000286301	9606.ENSP00000298223	0	0	0	0	0.542	0	0	0.242	0.638
CSF1R	VSIG4	9606.ENSP00000286301	9606.ENSP00000363869	0	0	0	0	0.783	0	0	0.239	0.828
CSF1R	ITGB2	9606.ENSP00000286301	9606.ENSP00000380948	0	0	0	0	0.775	0.077	0	0.289	0.839
CSF1R	ITGAM	9606.ENSP00000286301	9606.ENSP00000441691	0	0	0	0	0.533	0	0	0.846	0.925
CSF1R	VAV3	9606.ENSP00000286301	9606.ENSP00000359073	0	0	0	0	0.063	0.152	0.900	0.263	0.933
CSPG4	DCN	9606.ENSP00000312506	9606.ENSP00000052754	0	0	0	0	0.137	0	0.300	0.432	0.627
CSPG4	MMP2	9606.ENSP00000312506	9606.ENSP00000219070	0	0	0	0	0.232	0	0	0.719	0.775
CSPG4	PDGFRB	9606.ENSP00000312506	9606.ENSP00000261799	0	0	0	0	0.281	0	0	0.728	0.797
CSPG4	MEOX2	9606.ENSP00000312506	9606.ENSP00000262041	0	0	0	0	0.426	0	0	0.073	0.445
CSPG4	SELP	9606.ENSP00000312506	9606.ENSP00000263686	0	0	0	0	0	0	0	0.695	0.695
CSPG4	TAGLN	9606.ENSP00000312506	9606.ENSP00000432282	0	0	0	0	0.137	0	0	0.366	0.429
CSPG4	FGFR3	9606.ENSP00000312506	9606.ENSP00000339824	0	0	0	0	0.164	0.312	0	0.166	0.478
CSPG4	LAMB2	9606.ENSP00000312506	9606.ENSP00000388325	0	0	0	0	0.235	0	0	0.355	0.486
CSPG4	PTRF	9606.ENSP00000312506	9606.ENSP00000349541	0	0	0	0	0.565	0	0	0.199	0.636
CSPG4	FN1	9606.ENSP00000312506	9606.ENSP00000346839	0	0	0	0	0.230	0	0	0.620	0.695
CSPG4	HSPG2	9606.ENSP00000312506	9606.ENSP00000363827	0	0	0	0	0.221	0	0.900	0.396	0.948
CSRP1	MYL9	9606.ENSP00000356275	9606.ENSP00000279022	0	0	0	0	0.656	0.139	0	0.386	0.802
